Time (s),Altitude (m),Velocity (m/s),Reference (m),Position Error (m),Integral Error,Action,Thrust (N),PWM
12.413380146026611,1.015207290649414,0.008247949182987213,1.0,-0.015123844146728516,1.3157111374288755,0.83813536,0.5514406561851501,52395
12.424288511276245,1.0152912139892578,0.008217294700443745,1.0,-0.015207290649414062,1.3155590645223814,0.84147954,0.5524438619613647,52440
12.435279607772827,1.0164289474487305,0.013580182567238808,1.0,-0.01642894744873047,1.315394775047894,0.809548,0.5428644418716431,52009
12.446256637573242,1.0165624618530273,0.013204599730670452,1.0,-0.016562461853027344,1.3152291504293638,0.8112335,0.5433700680732727,52032
12.457191705703735,1.0166904926300049,0.012408941984176636,1.0,-0.016690492630004883,1.3150622455030638,0.8153033,0.5445910096168518,52087
12.468026399612427,1.0168094635009766,0.011494256556034088,1.0,-0.016809463500976562,1.314894150868054,0.8199762,0.545992910861969,52150
12.478944540023804,1.0169168710708618,0.009799867868423462,1.0,-0.016916871070861816,1.3147249821573455,0.8287257,0.5486177206039429,52268
12.48988151550293,1.0174542665481567,0.010413211770355701,1.0,-0.01745426654815674,1.314550439491864,0.8238946,0.5471684336662292,52203
12.50076937675476,1.0175491571426392,0.008575435727834702,1.0,-0.01754915714263916,1.3143749479204374,0.8332402,0.5499721169471741,52329
12.511672258377075,1.0176228284835815,0.006325982045382261,1.0,-0.017622828483581543,1.3141987196356015,0.8441879,0.5532563924789429,52477
12.522563457489014,1.01768159866333,0.005423394497483969,1.0,-0.017681598663330078,1.3140219036489682,0.84827596,0.5544828176498413,52532
12.533574104309082,1.0162123441696167,-0.005317284259945154,1.0,-0.0162583589553833,1.3138593200594144,0.8892977,0.5667893290519714,53086
12.54433012008667,1.016153335571289,-0.006477938964962959,1.0,-0.016153335571289062,1.3136977867037016,0.8982091,0.569462776184082,53206
12.555196046829224,1.0160804986953735,-0.008084898814558983,1.0,-0.016080498695373535,1.313536981716748,0.90337723,0.5710132122039795,53276
12.56616473197937,1.0155755281448364,-0.010820618830621243,1.0,-0.015575528144836426,1.3133812264352995,0.91219264,0.5736578106880188,53395
12.577201843261719,1.0154597759246826,-0.012330754660069942,1.0,-0.015459775924682617,1.3132266286760528,0.91648245,0.5749447345733643,53453
12.588145017623901,1.0153260231018066,-0.013951560482382774,1.0,-0.01532602310180664,1.3130733684450346,0.92087907,0.5762637853622437,53512
12.599195003509521,1.0151771306991577,-0.014529544860124588,1.0,-0.015177130699157715,1.312921597138043,0.92250097,0.5767503380775452,53534
12.610129117965698,1.0138462781906128,-0.021653957664966583,1.0,-0.013846278190612793,1.312783134356137,0.9398686,0.5819606184959412,53769
12.621132135391235,1.013635277748108,-0.02061004377901554,1.0,-0.01363527774810791,1.3126467815786558,0.9379548,0.5813864469528198,53743
12.63205337524414,1.0134356021881104,-0.019754571840167046,1.0,-0.013435602188110352,1.3125124255567746,0.9363879,0.5809164047241211,53722
12.643000364303589,1.0130341053009033,-0.020133381709456444,1.0,-0.013234972953796387,1.3123800758272366,0.9371565,0.5811469554901123,53732
12.654052495956421,1.0140116214752197,-0.013986993581056595,1.0,-0.014011621475219727,1.3122399596124843,0.9224903,0.5767471194267273,53534
12.664916753768921,1.0138695240020752,-0.014476739801466465,1.0,-0.013869524002075195,1.3121012643724634,0.9238578,0.5771573781967163,53552
12.675924301147461,1.0137287378311157,-0.014279775321483612,1.0,-0.013728737831115723,1.3119639769941522,0.92351973,0.5770559310913086,53548
12.686946392059326,1.0135867595672607,-0.013529474847018719,1.0,-0.013586759567260742,1.3118281093984796,0.9217954,0.576538622379303,53525
12.697839260101318,1.0124468803405762,-0.018614687025547028,1.0,-0.012446880340576172,1.311703640595074,0.9349128,0.5804738402366638,53702
12.708791971206665,1.0122630596160889,-0.01814621314406395,1.0,-0.012263059616088867,1.3115810099989131,0.93409264,0.580227792263031,53691
12.719702959060669,1.0120834112167358,-0.017788074910640717,1.0,-0.01208341121673584,1.3114601758867457,0.933497,0.5800490975379944,53683
12.730488061904907,1.0119085311889648,-0.0172666497528553,1.0,-0.011908531188964844,1.311341090574856,0.93253416,0.5797603130340576,53670
12.741183280944824,1.014570951461792,-0.0004994708579033613,1.0,-0.014570951461791992,1.311195381060238,0.8791965,0.5637589693069458,52950
12.75196099281311,1.014573097229004,0.0010178392985835671,1.0,-0.014573097229003906,1.3110496500879478,0.8732151,0.5619645714759827,52869
12.762632369995117,1.0145821571350098,0.001008973689749837,1.0,-0.014582157135009766,1.3109038285165977,0.8731791,0.5619537234306335,52868
12.773401260375977,1.014618992805481,0.002443756442517042,1.0,-0.014595270156860352,1.3107578758150291,0.8695987,0.5608795881271362,52820
12.784132719039917,1.0155906677246094,0.0077855829149484634,1.0,-0.015590667724609375,1.310601969137783,0.84058046,0.5521741509437561,52428
12.794872045516968,1.0156757831573486,0.008816083893179893,1.0,-0.015675783157348633,1.3104452113062095,0.8351251,0.5505375266075134,52355
12.80580735206604,1.0157673358917236,0.009309797547757626,1.0,-0.015767335891723633,1.3102875379472922,0.8322788,0.5496836304664612,52316
12.816426515579224,1.015864372253418,0.009760800749063492,1.0,-0.01586437225341797,1.310128894224758,0.8295965,0.5488789677619934,52280
12.827162265777588,1.016015648841858,0.01035094540566206,1.0,-0.01601564884185791,1.3099687377363394,0.8259839,0.5477951765060425,52231
12.838026285171509,1.0161131620407104,0.009467885829508305,1.0,-0.01611316204071045,1.3098076061159323,0.83030725,0.549092173576355,52289
12.848787307739258,1.0162019729614258,0.008513914421200752,1.0,-0.01620197296142578,1.3096455863863181,0.8349175,0.5504752993583679,52352
12.859662294387817,1.016286015510559,0.008011948317289352,1.0,-0.016286015510559082,1.3094827262312125,0.83716553,0.5511497259140015,52382
12.870534181594849,1.015440821647644,0.002234645187854767,1.0,-0.015440821647644043,1.3093283180147361,0.86575305,0.5597259402275085,52768
12.88156247138977,1.0154590606689453,0.0014165284810587764,1.0,-0.015459060668945312,1.3091737274080466,0.86906254,0.5607187747955322,52813
12.89238429069519,1.0154623985290527,-0.0008446808205917478,1.0,-0.015462398529052734,1.309019103422756,0.8780068,0.5634020566940308,52933
12.903278827667236,1.0154446363449097,-0.0028776878025382757,1.0,-0.015444636344909668,1.308864657059307,0.885592,0.5656776428222656,53036
12.913962364196777,1.015602946281433,-0.004292564932256937,1.0,-0.015602946281433105,1.3087086275964928,0.89028585,0.5670858025550842,53099
12.924682855606079,1.0155576467514038,-0.004776535555720329,1.0,-0.015557646751403809,1.3085530511289787,0.8919935,0.5675981044769287,53122
12.9354407787323,1.0155109167099,-0.0045395479537546635,1.0,-0.015510916709899902,1.3083979419618796,0.8912109,0.5673633217811584,53112
12.94625473022461,1.0154627561569214,-0.005276492331176996,1.0,-0.015462756156921387,1.3082433144003105,0.8937695,0.5681308507919312,53146
12.95702338218689,1.014066219329834,-0.011983557604253292,1.0,-0.014066219329833984,1.308102652207012,0.9162322,0.574869692325592,53449
12.967974185943604,1.0139456987380981,-0.012222479097545147,1.0,-0.013945698738098145,1.3079631952196311,0.9170073,0.5751022100448608,53460
12.978796482086182,1.0138212442398071,-0.012715943157672882,1.0,-0.013821244239807129,1.307824982777233,0.91845345,0.5755360722541809,53479
12.989423990249634,1.0136919021606445,-0.013009891845285892,1.0,-0.013691902160644531,1.3076880637556265,0.9193646,0.5758094191551208,53492
13.00041151046753,1.0168448686599731,0.004151944071054459,1.0,-0.016844868659973145,1.3075196150690267,0.853451,0.5560353398323059,52602
13.011413097381592,1.016883373260498,0.003537988057360053,1.0,-0.016883373260498047,1.3073507813364218,0.85607356,0.5568221211433411,52637
13.022147178649902,1.0169187784194946,0.0037403875030577183,1.0,-0.01691877841949463,1.3071815935522269,0.85501015,0.5565030574798584,52623
13.03311276435852,1.0169925689697266,0.0037931157276034355,1.0,-0.01695728302001953,1.3070120207220266,0.85574996,0.556725025177002,52633
13.043963193893433,1.0166367292404175,0.0017219891306012869,1.0,-0.01663672924041748,1.3068456534296224,0.86436874,0.5593106150627136,52749
13.05488657951355,1.0166523456573486,0.0010823003249242902,1.0,-0.016652345657348633,1.306679129973049,0.86696744,0.5600902438163757,52784
13.06551480293274,1.016664743423462,0.0013938250485807657,1.0,-0.016664743423461914,1.3065124825388144,0.86556995,0.5596709847450256,52766
13.076340436935425,1.0166784524917603,0.0010991835733875632,1.0,-0.016678452491760254,1.3063456980138968,0.86671495,0.5600144863128662,52781
13.087165355682373,1.0175857543945312,0.004915865603834391,1.0,-0.01758575439453125,1.3061698404699515,0.8475559,0.5542668104171753,52522
13.098302364349365,1.0176379680633545,0.005528475623577833,1.0,-0.017637968063354492,1.305993460789318,0.8444221,0.5533266663551331,52480
13.109369993209839,1.0176899433135986,0.004986428190022707,1.0,-0.017689943313598633,1.305816561356182,0.8468154,0.5540446043014526,52512
13.120272159576416,1.0177390575408936,0.004835393745452166,1.0,-0.017739057540893555,1.305639170780773,0.8473365,0.5542010068893433,52519
13.131139755249023,1.0159696340560913,-0.004208195488899946,1.0,-0.01596963405609131,1.305479474440212,0.8882992,0.5664898157119751,53072
13.141977071762085,1.0159212350845337,-0.005069051869213581,1.0,-0.01592123508453369,1.3053202620893667,0.89135057,0.5674051642417908,53114
